Fiscal Year,Year,Quarter,Month,Date,DCA Entity,License Type Code,License Type,Transaction Code,Application Type,Target Cycle Time Complete Applications,Volume Complete Applications,Cycle Time Complete Applications,Volume Incomplete Applications,Cycle Time Incomplete Applications,Volume Renewal Applications,Cycle Time Renewal Applications,Comment,Website
6/30/2022,2022,Q2,December,12/31/2021,Structural Pest Control Board,,Field Representative,N/A,Renewal,0,0,0,0,0,1,1,,
6/30/2022,2022,Q2,November ,11/30/2021,Structural Pest Control Board,,Field Representative,N/A,Exam Application,14,173,2,13,53,0,0,,
6/30/2022,2022,Q2,November ,11/30/2021,Structural Pest Control Board,,Field Representative,N/A,License Application,21,37,2,59,42,0,0,,
6/30/2022,2022,Q2,November ,11/30/2021,Structural Pest Control Board,,Field Representative,N/A,Renewal,0,0,0,0,0,1,3,,
6/30/2022,2022,Q2,October ,10/31/2021,Structural Pest Control Board,,Field Representative,N/A,Exam Application,14,160,2,9,37,0,0,,
6/30/2022,2022,Q2,October ,10/31/2021,Structural Pest Control Board,,Field Representative,N/A,License Application,21,79,6,79,33,0,0,,
6/30/2022,2022,Q2,October ,10/31/2021,Structural Pest Control Board,,Field Representative,N/A,Renewal,0,0,0,0,0,19,20,,
6/30/2022,2022,Q2,December,12/31/2021,Structural Pest Control Board,,Operator,N/A,Exam Application,14,15,3,7,106,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Structural Pest Control Board,,Operator,N/A,License Application,45,5,11,1,18,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Structural Pest Control Board,,Operator,N/A,Renewal,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,November ,11/30/2021,Structural Pest Control Board,,Operator,N/A,Exam Application,14,15,2,7,169,0,0,,
6/30/2022,2022,Q2,November ,11/30/2021,Structural Pest Control Board,,Operator,N/A,License Application,45,9,7,6,16,0,0,,
6/30/2022,2022,Q2,November ,11/30/2021,Structural Pest Control Board,,Operator,N/A,Renewal,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,October ,10/31/2021,Structural Pest Control Board,,Operator,N/A,Exam Application,14,12,3,7,21,0,0,,
6/30/2022,2022,Q2,October ,10/31/2021,Structural Pest Control Board,,Operator,N/A,License Application,45,17,9,2,109,0,0,,
6/30/2022,2022,Q2,October ,10/31/2021,Structural Pest Control Board,,Operator,N/A,Renewal,0,0,0,0,0,8,8,,
6/30/2022,2022,Q2,December,12/31/2021,Structural Pest Control Board,,Principal Registration,N/A,License Application,45,19,8,0,0,0,0,,
6/30/2022,2022,Q2,November ,11/30/2021,Structural Pest Control Board,,Principal Registration,N/A,License Application,45,9,3,2,16,0,0,,
6/30/2022,2022,Q2,October ,10/31/2021,Structural Pest Control Board,,Principal Registration,N/A,License Application,45,23,5,2,9,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Veterinary Medical Board,4603,Internship,1010,Initial License Application,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Veterinary Medical Board,4603,Internship,1020,Issue License,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Veterinary Medical Board,4603,Internship,1010,Initial License Application,30,0,0,1,140,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Veterinary Medical Board,4603,Internship,1020,Issue License,0,1,1,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Veterinary Medical Board,4603,Internship,1010,Initial License Application,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Veterinary Medical Board,4603,Internship,1020,Issue License,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Veterinary Medical Board,4602,Registered Veterinary Technician,1010,Avma-Ca/Alt Exam Request Retired,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Veterinary Medical Board,4602,Registered Veterinary Technician,1020,Issue Rvt License,0,31,51,54,95,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Veterinary Medical Board,4602,Registered Veterinary Technician,1011,Oos Exam Request Retired,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Veterinary Medical Board,4602,Registered Veterinary Technician,2020,Renewal Application,0,0,0,0,0,248,10,,
6/30/2022,2022,Q2,November,11/30/2021,Veterinary Medical Board,4602,Registered Veterinary Technician,1010,Avma-Ca/Alt Exam Request Retired,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Veterinary Medical Board,4602,Registered Veterinary Technician,1020,Issue Rvt License,0,11,60,34,131,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Veterinary Medical Board,4602,Registered Veterinary Technician,1011,Oos Exam Request Retired,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Veterinary Medical Board,4602,Registered Veterinary Technician,2020,Renewal Application,0,0,0,0,0,302,11,,
6/30/2022,2022,Q2,October,10/31/2021,Veterinary Medical Board,4602,Registered Veterinary Technician,1010,Avma-Ca/Alt Exam Request Retired,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Veterinary Medical Board,4602,Registered Veterinary Technician,1020,Issue Rvt License,0,32,46,37,120,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Veterinary Medical Board,4602,Registered Veterinary Technician,1011,Oos Exam Request Retired,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Veterinary Medical Board,4602,Registered Veterinary Technician,2020,Renewal Application,0,0,0,0,0,306,5,,
6/30/2022,2022,Q2,December,12/31/2021,Veterinary Medical Board,4605,Temporary Veterinary License,1010,Exam Request,30,1,26,5,52,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Veterinary Medical Board,4605,Temporary Veterinary License,1020,Issue Temporary License,0,6,1,1,49,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Veterinary Medical Board,4605,Temporary Veterinary License,1010,Exam Request,30,0,0,3,46,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Veterinary Medical Board,4605,Temporary Veterinary License,1020,Issue Temporary License,0,2,1,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Veterinary Medical Board,4605,Temporary Veterinary License,1010,Exam Request,30,1,26,2,22,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Veterinary Medical Board,4605,Temporary Veterinary License,1020,Issue Temporary License,0,1,1,2,11,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Veterinary Medical Board,4607,University Veterinarian License,1020,Initial Licensure,0,1,1,1,67,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Veterinary Medical Board,4607,University Veterinarian License,2020,Renewal Application,0,0,0,0,0,5,1,,
6/30/2022,2022,Q2,December,12/31/2021,Veterinary Medical Board,4607,University Veterinarian License,1010,Vle Exam Request,30,0,0,1,184,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Veterinary Medical Board,4607,University Veterinarian License,1020,Initial Licensure,0,1,1,0,0,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Veterinary Medical Board,4607,University Veterinarian License,2020,Renewal Application,0,0,0,0,0,2,1,,
6/30/2022,2022,Q2,November,11/30/2021,Veterinary Medical Board,4607,University Veterinarian License,1010,Vle Exam Request,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Veterinary Medical Board,4607,University Veterinarian License,1020,Initial Licensure,0,1,13,2,73,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Veterinary Medical Board,4607,University Veterinarian License,2020,Renewal Application,0,0,0,0,0,4,1,,
6/30/2022,2022,Q2,October,10/31/2021,Veterinary Medical Board,4607,University Veterinarian License,1010,Vle Exam Request,30,3,42,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Veterinary Medical Board,4601,Veterinarian,1013,Avma/Navma Reciprocity,30,1,1,1,149,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Veterinary Medical Board,4601,Veterinarian,1012,Ca Reciprocity,30,0,0,1,51,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Veterinary Medical Board,4601,Veterinarian,1010,Exam California Request-Ca,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Veterinary Medical Board,4601,Veterinarian,1011,Exam Request-Avma/Navma,30,0,0,1,156,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Veterinary Medical Board,4601,Veterinarian,1020,Initial Licensure,0,13,2,3,14,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Veterinary Medical Board,4601,Veterinarian,2020,Renewal Application,0,0,0,0,0,509,10,,
6/30/2022,2022,Q2,November,11/30/2021,Veterinary Medical Board,4601,Veterinarian,1013,Avma/Navma Reciprocity,30,1,1,3,68,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Veterinary Medical Board,4601,Veterinarian,1012,Ca Reciprocity,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Veterinary Medical Board,4601,Veterinarian,1010,Exam California Request-Ca,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Veterinary Medical Board,4601,Veterinarian,1011,Exam Request-Avma/Navma,30,7,46,3,63,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Veterinary Medical Board,4601,Veterinarian,1020,Initial Licensure,0,22,16,8,108,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Veterinary Medical Board,4601,Veterinarian,2020,Renewal Application,0,0,0,0,0,540,11,,
6/30/2022,2022,Q2,October,10/31/2021,Veterinary Medical Board,4601,Veterinarian,1013,Avma/Navma Reciprocity,30,2,2,5,97,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Veterinary Medical Board,4601,Veterinarian,1012,Ca Reciprocity,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Veterinary Medical Board,4601,Veterinarian,1010,Exam California Request-Ca,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Veterinary Medical Board,4601,Veterinarian,1011,Exam Request-Avma/Navma,30,0,0,2,31,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Veterinary Medical Board,4601,Veterinarian,1020,Initial Licensure,0,26,10,7,51,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Veterinary Medical Board,4601,Veterinarian,2020,Renewal Application,0,0,0,0,0,509,6,,
6/30/2022,2022,Q2,December,12/31/2021,Veterinary Medical Board,4606,Veterinary Assistant Controlled Substance Permit,1020,Initial Vacs Permit,60,43,54,56,60,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Veterinary Medical Board,4606,Veterinary Assistant Controlled Substance Permit,2020,Renewal Application,0,0,0,0,0,95,5,,
6/30/2022,2022,Q2,November,11/30/2021,Veterinary Medical Board,4606,Veterinary Assistant Controlled Substance Permit,1020,Initial Vacs Permit,60,27,55,77,83,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Veterinary Medical Board,4606,Veterinary Assistant Controlled Substance Permit,2020,Renewal Application,0,0,0,0,0,118,4,,
6/30/2022,2022,Q2,October,10/31/2021,Veterinary Medical Board,4606,Veterinary Assistant Controlled Substance Permit,1020,Initial Vacs Permit,60,28,41,90,58,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Veterinary Medical Board,4606,Veterinary Assistant Controlled Substance Permit,2020,Renewal Application,0,0,0,0,0,116,9,,
6/30/2022,2022,Q2,December,12/31/2021,Veterinary Medical Board,4604,Veterinary Premises,1020,Initial Hsp License,30,30,28,8,59,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Veterinary Medical Board,4604,Veterinary Premises,2020,Renewal Application,0,0,0,0,0,63,7,,
6/30/2022,2022,Q2,November,11/30/2021,Veterinary Medical Board,4604,Veterinary Premises,1020,Initial Hsp License,30,10,13,4,59,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Veterinary Medical Board,4604,Veterinary Premises,2020,Renewal Application,0,0,0,0,0,85,13,,
6/30/2022,2022,Q2,October,10/31/2021,Veterinary Medical Board,4604,Veterinary Premises,1020,Initial Hsp License,30,7,12,1,50,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Veterinary Medical Board,4604,Veterinary Premises,2020,Renewal Application,0,0,0,0,0,109,32,,
6/30/2022,2022,Q1,September,9/30/2021,Acupuncture Board,,Acupuncturist Wall License,N/A,Wall License Location Application,9,217,3,0,0,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,Acupuncture Board,,Acupuncturist Wall License,N/A,Renewal Application,0,0,0,0,0,4,3,,
6/30/2022,2022,Q1,August,8/31/2021,Acupuncture Board,,Acupuncturist Wall License,N/A,Wall License Location Application,9,315,3,0,0,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,Acupuncture Board,,Acupuncturist Wall License,N/A,Renewal Application,0,0,0,0,0,7,3,,
6/30/2022,2022,Q1,July,7/31/2021,Acupuncture Board,,Acupuncturist Wall License,N/A,Wall License Location Application,9,186,3,0,0,0,0,This is an automated function. Processing time relates to systen processsing only.,
6/30/2022,2022,Q1,July,7/31/2021,Acupuncture Board,,Acupuncturist Wall License,N/A,Renewal Application,0,0,0,0,0,2,3,,
6/30/2022,2022,Q1,September,9/30/2021,Acupuncture Board,,Licensed Acupuncturist,N/A,Initial License Application,9,27,3,0,0,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,Acupuncture Board,,Licensed Acupuncturist,N/A,Renewal Application,0,0,0,0,0,414,3,,
6/30/2022,2022,Q1,August,8/31/2021,Acupuncture Board,,Licensed Acupuncturist,N/A,Initial License Application,9,38,3,0,0,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,Acupuncture Board,,Licensed Acupuncturist,N/A,Renewal Application,0,0,0,0,0,439,3,,
6/30/2022,2022,Q1,July,7/31/2021,Acupuncture Board,,Licensed Acupuncturist,N/A,Initial License Application,9,28,3,0,0,0,0,The processing is in the Exam Application. The intial License only involves system processing time.,
6/30/2022,2022,Q1,July,7/31/2021,Acupuncture Board,,Licensed Acupuncturist,N/A,Renewal Application,0,0,0,0,0,400,3,,
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Agricultural Engineer,N/A,Initial License Application,60,0,0,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",AG,Agricultural Engineer,Renewal,Renewal Application,0,0,0,0,0,8,3,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Agricultural Engineer,N/A,Initial License Application,60,1,74,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",AG,Agricultural Engineer,Renewal,Renewal Application,0,0,0,0,0,16,3,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,July,7/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Agricultural Engineer,N/A,Initial License Application,60,0,0,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Certified Engineering Geologist,N/A,Initial License Application,60,0,0,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Certified Engineering Geologist,N/A,Initial License Application,60,1,66,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,July,7/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Certified Engineering Geologist,N/A,Initial License Application,60,28,74,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Certified Hydrogeologist,N/A,Initial License Application,60,0,0,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Certified Hydrogeologist,N/A,Initial License Application,60,0,0,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,July,7/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Certified Hydrogeologist,N/A,Initial License Application,60,9,92,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Chemical Engineer,N/A,Initial License Application,60,2,62,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",CH,Chemical Engineer,Renewal,Renewal Application,0,0,0,0,0,83,3,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Chemical Engineer,N/A,Initial License Application,60,8,62,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",CH,Chemical Engineer,Renewal,Renewal Application,0,0,0,0,0,126,2,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,July,7/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Chemical Engineer,N/A,Initial License Application,60,5,100,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,July,7/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",CH,Chemical Engineer,Renewal,Renewal Application,0,0,0,0,0,28,16,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Civil Engineer,N/A,Initial License Application,60,224,118,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",C,Civil Engineer,Renewal,Renewal Application,0,0,0,0,0,2484,3,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Civil Engineer,N/A,Initial License Application,60,104,289,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",C,Civil Engineer,Renewal,Renewal Application,0,0,0,0,0,4928,2,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,July,7/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Civil Engineer,N/A,Initial License Application,60,27,177,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,July,7/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",C,Civil Engineer,Renewal,Renewal Application,0,0,0,0,0,796,4,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Control Systems Engineer,N/A,Initial License Application,60,2,71,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",CS,Control Systems Engineer,Renewal,Renewal Application,0,0,0,0,0,15,3,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Control Systems Engineer,N/A,Initial License Application,60,6,79,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",CS,Control Systems Engineer,Renewal,Renewal Application,0,0,0,0,0,30,3,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,July,7/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Control Systems Engineer,N/A,Initial License Application,60,4,114,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,July,7/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",CS,Control Systems Engineer,Renewal,Renewal Application,0,0,0,0,0,12,2,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",CR,Corrosion Engineer,Renewal,Renewal Application,0,0,0,0,0,6,2,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",CR,Corrosion Engineer,Renewal,Renewal Application,0,0,0,0,0,15,4,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,July,7/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",CR,Corrosion Engineer,Renewal,Renewal Application,0,0,0,0,0,1,1,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Electrical Engineer,N/A,Initial License Application,60,44,74,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",E,Electrical Engineer,Renewal,Renewal Application,0,0,0,0,0,474,3,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Electrical Engineer,N/A,Initial License Application,60,65,90,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",E,Electrical Engineer,Renewal,Renewal Application,0,0,0,0,0,904,2,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,July,7/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Electrical Engineer,N/A,Initial License Application,60,60,158,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,July,7/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",E,Electrical Engineer,Renewal,Renewal Application,0,0,0,0,0,180,3,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",EG,Engineering Geologist,Renewal,Renewal Application,0,0,0,0,0,64,3,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",EG,Engineering Geologist,Renewal,Renewal Application,0,0,0,0,0,58,16,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,July,7/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",EG,Engineering Geologist,Renewal,Renewal Application,0,0,0,0,0,72,4,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Engineer-in-Training,N/A,Initial License Application,60,259,11,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Engineer-in-Training,N/A,Initial License Application,60,289,14,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,July,7/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Engineer-in-Training,N/A,Initial License Application,60,329,11,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Fire Protection Engineer,N/A,Initial License Application,60,4,64,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,September,9/30/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",FP,Fire Protection Engineer,Renewal,Renewal Application,0,0,0,0,0,36,2,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Fire Protection Engineer,N/A,Initial License Application,60,4,204,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,August,8/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",FP,Fire Protection Engineer,Renewal,Renewal Application,0,0,0,0,0,49,2,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
6/30/2022,2022,Q1,July,7/31/2021,"Board for Professional Engineers, Land Surveyors, and Geologists",N/A,Fire Protection Engineer,N/A,Initial License Application,60,4,133,0,0,0,0,"The Board’s tracking system does not allow separation of “complete” vs. “incomplete” approved applications.  All approved applications are included in the ""complete"" category",
